chr pos hap.anc hap.old01 hap.old02 hap.old03 hap.old04 hap.old05 hap.old06 hap.old07 hap.old08 hap.old09 hap.old10 hap.old11 hap.old12 hap.young01 hap.young02 hap.young03 hap.young04 hap.young05 hap.young06 hap.young07 hap.young08 hap.young09 hap.young10 hap.young11 hap.young12
1 chr1 30414 0.419411398827369 0.499627766539613 0.525071868102058 0.519524945724991 0.478509532662835 0.493085907912886 0.51233976908861 0.490517889878781 0.525234636067465 0.471135872808328 0.487137352233283 0.49511534231476 0.485415286094226 0.497231360186098 0.513747862573905 0.557439187136389 0.535816805890297 0.516891137960428 0.528990226769893 0.500283005854955 0.499746557049106 0.537352662994179 0.510323039498433 0.553072530415283 0.511111700610615
2 chr1 32414 0.421095235715825 0.498197130463361 0.522624378944794 0.523758241882006 0.47894234440943 0.494074774606554 0.513398758777392 0.491974522794882 0.524258687327117 0.475040166296435 0.485653334797841 0.493414115766228 0.486966411069542 0.503935105091104 0.514829449184278 0.554431223833272 0.533159556458989 0.519544289384075 0.530108510182042 0.506081204988464 0.502674516368216 0.537292541049445 0.509701659579391 0.552963030628863 0.510098627251859
3 chr1 34414 0.406407146823063 0.495996036258861 0.498920813416078 0.512105575121713 0.508184270167266 0.499208063483915 0.500454048100449 0.474924700477926 0.501043933776507 0.485501397509373 0.473690205989803 0.487257965712617 0.475189414978603 0.53363430656404 0.519442304733922 0.52995747317243 0.546490268451625 0.511783066715756 0.496517655982573 0.503989752356874 0.519257321381246 0.532314289812096 0.499729281136095 0.539409136833323 0.500727963995567
4 chr1 36414 0.41948626764016 0.484863465981538 0.487008087528553 0.512691666006067 0.505656683718864 0.512769237707983 0.509142277493809 0.493087421437068 0.490618558449723 0.485351846910134 0.462964562639884 0.486492269077615 0.479321585764316 0.527345735622819 0.526639737914755 0.513547549485398 0.526956453159657 0.511743242325144 0.51502393508303 0.51732635224838 0.524268728079125 0.516095956288903 0.500992179418851 0.534997648370261 0.514462220841498
5 chr1 38414 0.417934621905222 0.478992476156939 0.492066982536896 0.509790261138905 0.493233496740041 0.513479212838277 0.509190317974519 0.482191237208315 0.493719276973165 0.492681194176869 0.45596288375926 0.488441904796182 0.483419634830698 0.528546176915207 0.527723282271104 0.507497840801394 0.514675634619319 0.500417601601443 0.503401806949853 0.521156630770696 0.511781304840688 0.514619422772738 0.492545538303384 0.52908610132584 0.513747713551077
6 chr1 40414 0.417940611657535 0.472716586770514 0.490138583264807 0.511415369427555 0.489141361765569 0.504717566860456 0.506117972436766 0.488370833229361 0.49191063008344 0.489870721199365 0.455988196769532 0.48466184321211 0.481876621029811 0.525183358849151 0.518496505720287 0.508575649830417 0.514762132783538 0.505336205584078 0.474882868347256 0.526374216178139 0.50394682076315 0.510587939373506 0.487628379051291 0.527958278598399 0.505265977802504
7 chr1 42414 0.407332111056998 0.472628796906269 0.487501552563399 0.493465381128347 0.48225397346716 0.501878454458736 0.49926924112083 0.481764837576432 0.473199065493663 0.475179591989149 0.454204180814732 0.490426328956591 0.473436336585652 0.49345157151276 0.508471479754049 0.490626979677488 0.482718392847061 0.476624104625596 0.453614521299611 0.511776587864006 0.49177109831232 0.505455522752696 0.490030760202303 0.522445614900298 0.50785070068006
8 chr1 44414 0.407813953557133 0.469438136642007 0.495272361362297 0.492521826300272 0.46055415404251 0.489171713511144 0.492429431858028 0.467861071080237 0.458445859938856 0.457103607485102 0.446443274939 0.486431293381147 0.468337481378161 0.4906317642984 0.502012136561117 0.483144849765425 0.481136121175592 0.478665392614693 0.477201263181409 0.500942735175645 0.500180538154738 0.521684356772612 0.485340756391015 0.509584358538639 0.504336551896303
9 chr1 46414 0.403049983641219 0.465125262026429 0.496854526078012 0.481256018691433 0.453856090860021 0.476784986643344 0.486702657794943 0.460126671773623 0.448755103592116 0.460551894959891 0.446906027709382 0.459326401328894 0.447462705840948 0.492148856060606 0.486735638590656 0.473374734799524 0.483406122761096 0.463257530204621 0.463117501306593 0.486622531249251 0.495747180674357 0.523243968702133 0.480146859281597 0.522015172681576 0.495502643413984
10 chr1 48414 0.404786536865157 0.475483315838872 0.491568171830555 0.479972709067484 0.451280575738938 0.481935747321119 0.482138603537749 0.452660628644659 0.448009670985517 0.470210879627359 0.455221415134766 0.449239551642163 0.448724030967652 0.504548999519343 0.484452088556625 0.480127315891544 0.492153376767149 0.496547513561883 0.498509793752764 0.490300619061176 0.507125994128332 0.512146914092657 0.490516735683805 0.516613588093142 0.481646833425681
11 chr1 50414 0.396113206678329 0.478105520913448 0.484497709131707 0.480309513954404 0.454667844333086 0.479508225672525 0.481205044972651 0.458108574754488 0.446084292000769 0.487634967463485 0.456717660165117 0.45061314772286 0.444349356596811 0.502099497593447 0.479009278084211 0.46973914645733 0.493444920108122 0.491782096833732 0.49244844614516 0.489317992566642 0.494387007796554 0.508632108872556 0.486870383187178 0.510790629477009 0.47418453182407
12 chr1 52414 0.381200561381396 0.47552857995246 0.487287832246199 0.463424677242817 0.437755542784279 0.483076994907157 0.489972733561536 0.458280006889915 0.463869054127268 0.490227229769237 0.442107868658684 0.463651022111213 0.445361868723745 0.495517499263511 0.479230995084274 0.474241626079978 0.491379056333286 0.498726673016509 0.494918714949774 0.481153341905406 0.483730045598354 0.499857498601995 0.482166384861862 0.49827427244408 0.487723607099046
13 chr1 54414 0.37300103755179 0.473501034652688 0.479187628588328 0.456606291230329 0.461612174755847 0.474705615729183 0.492350056715087 0.454503886716899 0.467234234587588 0.484917855833954 0.440886948020982 0.466707136581351 0.439672980998239 0.493228631127383 0.477706596278997 0.473322601208247 0.481875816083514 0.501748895239444 0.482933168353408 0.495646649025083 0.476491823451694 0.476331938175389 0.482676674644868 0.496892795792573 0.483543137635841
