chr pos hap.anc hap.old01 hap.old02 hap.old03 hap.old04 hap.old05 hap.old06 hap.old07 hap.old08 hap.old09 hap.old10 hap.old11 hap.old12 hap.young01 hap.young02 hap.young03 hap.young04 hap.young05 hap.young06 hap.young07 hap.young08 hap.young09 hap.young10 hap.young11 hap.young12
1 chr1 30414 0.00385983673411229 0.0179452388429996 0.001 0.001 0.0363170687155928 0.00838636677832717 0.001 0.001 0.001 0.0415238948526434 0.0143120311705508 0.0135539878295021 0.0275582718979582 0.0219840170297641 0.0227927917521974 0.001 0.0151049923699589 0.0175319187359505 0.001 0.0149467764087974 0.001 0.001 0.001 0.0142734529321345 0.00891384567137868
2 chr1 32414 0.001 0.019306222399751 0.001 0.001 0.045492557211699 0.0163293859734565 0.00608214265583306 0.001 0.001 0.0381225058514725 0.011985351616624 0.0198202037612808 0.0457366131188947 0.0459117457217189 0.0216635191890924 0.001 0.001 0.0263845898371851 0.001 0.021372713752454 0.00269173988707428 0.001 0.001 0.00531563535459811 0.00954762034557672
3 chr1 34414 0.001 0.019229538495655 0.0117384444266805 0.001 0.0102310788548205 0.0151707378470916 0.001 0.0195119781178429 0.0057449241182532 0.0254467169856478 0.0225585925393667 0.0191160197283223 0.047347965247548 0.0140082589162856 0.0138389069403992 0.001 0.001 0.0204477650388507 0.001 0.0166457065761144 0.001 0.001 0.0145377215161714 0.00366985475046199 0.001
4 chr1 36414 0.001 0.0336081375100344 0.0262271110881317 0.0261411677591726 0.00239325683171669 0.0205564545824291 0.00662415410361238 0.0057572770383053 0.0222359893974372 0.0201378719662032 0.0344087824348866 0.0309454138786668 0.0601582232512185 0.0278894203188751 0.0134095404791624 0.0050923351021738 0.001 0.0273138388782557 0.001 0.0193963875306278 0.001 0.00519910754348813 0.00800561810217148 0.001 0.001
5 chr1 38414 0.001 0.0230367518027478 0.0183947490564125 0.0165565414241615 0.001 0.001 0.001 0.001 0.0198188759226449 0.001 0.0330990307734518 0.0313333084270743 0.0268889245649034 0.0098509582471005 0.00990089421834991 0.001 0.001 0.001 0.001 0.001 0.0172586646213017 0.001 0.001 0.0025565427999277 0.001
6 chr1 40414 0.001 0.0374066293452494 0.0217243194061579 0.016240144366001 0.001 0.001 0.001 0.001 0.0175729883420925 0.001 0.0258648904863861 0.0256434845678907 0.0272519093539632 0.0116651633121565 0.0144726508699248 0.001 0.001 0.001 0.001 0.001 0.0234162517903747 0.001 0.001 0.001 0.001
7 chr1 42414 0.00363746950256384 0.0275862238291233 0.0135102300905006 0.00789676546957818 0.001 0.001 0.001 0.001 0.0270445990948693 0.001 0.0273765697481479 0.00444008975998374 0.001 0.00327289085383678 0.0165825425282635 0.001 0.001 0.001 0.001 0.001 0.0280325743006681 0.001 0.001 0.00758858294465005 0.001
8 chr1 44414 0.00988804952920803 0.0168165351169958 0.001 0.001 0.00375114389379175 0.00270942382026189 0.001 0.001 0.0152108791331912 0.001 0.0193260141711357 0.001 0.0138011933066149 0.001 0.00428832869043576 0.001 0.0101380186112507 0.001 0.001 0.001 0.0118272924433118 0.001 0.001 0.00854196537995142 0.001
9 chr1 46414 0.00797082683849493 0.0130879554075489 0.00358009901705884 0.001 0.0117701995036525 0.0132635081265307 0.001 0.001 0.0263512154289073 0.001 0.0323239071060639 0.0249012004864565 0.0346825205297895 0.00641396789705095 0.0178227280676694 0.0167459041284631 0.0149738591211278 0.001 0.001 0.001 0.001 0.0131837218239668 0.0162057325089254 0.00486571178925394 0.0114584333130746
10 chr1 48414 0.0178130124733034 0.0110616487806567 0.001 0.001 0.03365049274089 0.0154782094272632 0.001 0.00963785579136279 0.0226955881241406 0.00236721240918579 0.0149510235148645 0.0211371673871867 0.0381795158170502 0.0116659178811051 0.00572101824294244 0.001 0.00720160696247101 0.001 0.001 0.001 0.001 0.0190845696773321 0.0203993791366868 0.00533405155877473 0.0304905671146832
11 chr1 50414 0.0291095650996941 0.001 0.00618144879557742 0.001 0.0181615845538358 0.0170023480132652 0.001 0.0171832324609485 0.025223255810842 0.0070813318087846 0.0081597263617081 0.0135125244642768 0.0321501853614255 0.00511171636027586 0.001 0.00770510330475902 0.0106293680473345 0.001 0.001 0.001 0.001 0.0135765445617346 0.0206264890974367 0.00230224636748485 0.0264131692344068
12 chr1 52414 0.0244337492742898 0.0106102135104209 0.00258243501455134 0.001 0.00350850512655993 0.0198538914053958 0.001 0.012393072382675 0.020596731838876 0.0284162672530616 0.0120566699880043 0.0164410186189369 0.0393751798193092 0.001 0.001 0.00671643125694763 0.0112417137173915 0.001 0.001 0.001 0.001 0.0173097964952083 0.0250262618358483 0.001 0.0226280172018975
13 chr1 54414 0.0184555283519124 0.018545486907859 0.012043955298536 0.001 0.001 0.026725835542683 0.001 0.0212499998824121 0.0314986766479947 0.0362933851895944 0.0255476220635513 0.0182460935668563 0.0309854048669999 0.00455997427070436 0.001 0.00420103939308901 0.00553357062207751 0.001 0.001 0.001 0.001 0.0423439273481643 0.0437788280601811 0.001 0.0168790329693678
14 chr1 56414 0.0424048994849238 0.00755319719294764 0.0109576147617013 0.001 0.001 0.00310481066749049 0.001 0.0284144114889722 0.0337155293577054 0.00419770355681246 0.0237439783195109 0.001 0.00833916268055576 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0194000578688883 0.00750139421320765 0.001 0.0036289524293458
15 chr1 58414 0.0107124971226072 0.001 0.00724351335349553 0.001 0.001 0.001 0.001 0.00619294165486939 0.00730368333824038 0.0231438432701514 0.0268158324160014 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0145586252691547 0.001 0.00198658776808146 0.001 0.001
16 chr1 60414 0.001 0.001 0.0131464339587589 0.001 0.0306618290757806 0.001 0.001 0.001 0.0195379913013129 0.001 0.0561559395426566 0.001 0.001 0.001 0.0251506994974474 0.001 0.001 0.001 0.001 0.0157914468886823 0.00413425910792103 0.001 0.00587169681501802 0.0036400032466117 0.001
17 chr1 62414 0.001 0.0060943097337098 0.00944540824534461 0.001 0.0387057037882363 0.001 0.0061246037976631 0.0100455524514947 0.0267479919505787 0.001 0.027674181563256 0.001 0.001 0.00290386039500083 0.00681186096892395 0.001 0.001 0.00623505442503295 0.001 0.001 0.001 0.001 0.00780572314925028 0.001 0.001
18 chr1 64414 0.00558738058231397 0.00688135245461668 0.00945351148952833 0.00580539411957561 0.0664597913128878 0.001 0.0216851311165833 0.0222479741792475 0.0188347451900912 0.001 0.011345717674596 0.001 0.001 0.001 0.001 0.001 0.001 0.0258949698571986 0.001 0.001 0.001 0.001 0.001 0.001 0.001
19 chr1 66414 0.001 0.0145382584099136 0.001 0.00653360737223348 0.0479902248737908 0.001 0.0145020307249333 0.0363237809883846 0.001 0.001 0.001 0.001 0.001 0.00952408508329706 0.001 0.001 0.001 0.0106985864415939 0.001 0.00589674915464748 0.001 0.0288779980250015 0.001 0.001 0.001
20 chr1 68414 0.001 0.0122050633694057 0.001 0.0397768050228081 0.0255822874225304 0.0113248726895804 0.0263484667131326 0.031733515746779 0.001 0.001 0.001 0.001 0.001 0.0353971166093923 0.001 0.001 0.001 0.001 0.00181039334158847 0.001 0.001 0.0360530962749208 0.001 0.001 0.001
21 chr1 70414 0.001 0.001 0.001 0.0330433153238986 0.001 0.00252716678820692 0.001 0.0271506437796681 0.001 0.001 0.001 0.001 0.001 0.0144259092950222 0.001 0.001 0.00689371371168485 0.001 0.001 0.001 0.001 0.0323172066878413 0.001 0.001 0.001
22 chr1 72414 0.001 0.001 0.001 0.018603832328053 0.001 0.001 0.001 0.015792879292202 0.001 0.001 0.001 0.001 0.001 0.001 0.00708568875621794 0.0282818979672959 0.001 0.001 0.001 0.0242973711997148 0.001 0.00585138715887231 0.001 0.0143616148321743 0.001
23 chr1 74414 0.001 0.001 0.001 0.0114139579544824 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0234665281316898 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
24 chr1 76414 0.0208230180314177 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.00779706236506416 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0199109933859162 0.001
25 chr1 78414 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0125907135694071 0.001
26 chr1 80414 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
27 chr1 82414 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
28 chr1 84414 0.001 0.001 0.001 0.00112616532282732 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
29 chr1 86414 0.001 0.001 0.001 0.00670036643645159 0.00637610436285279 0.001 0.001 0.001 0.001 0.001 0.00220870698359652 0.00227061365680904 0.0112469956432926 0.001 0.001 0.001 0.0202422903916989 0.001 0.001 0.001 0.001 0.0227527728581525 0.001 0.001 0.001
30 chr1 88414 0.001 0.001 0.001 0.00241843835139351 0.001 0.001 0.001 0.001 0.001 0.0193363596618819 0.001 0.0102875407103087 0.00300885016106125 0.001 0.001 0.00435285578287285 0.00995908130691718 0.001 0.00636186162718262 0.001 0.001 0.00430787382027926 0.001 0.001 0.001
