chr pos hap.anc hap.old01 hap.old02 hap.old03 hap.old04 hap.old05 hap.old06 hap.old07 hap.old08 hap.old09 hap.old10 hap.old11 hap.old12 hap.young01 hap.young02 hap.young03 hap.young04 hap.young05 hap.young06 hap.young07 hap.young08 hap.young09 hap.young10 hap.young11 hap.young12
1 chr1 30414 0.5757115206098 0.481428304408137 0.472933754241219 0.478485467513484 0.484162353734586 0.497521725707893 0.485644681526318 0.507459275795415 0.472788202981515 0.48631243559175 0.497542840339942 0.490328234220909 0.486007177894284 0.479751377488016 0.46245999452082 0.44058249374492 0.448097013062248 0.464562041246102 0.469056750915828 0.483765025310396 0.498235226955114 0.46066427246989 0.487665661253995 0.431653752970908 0.478949359284786
2 chr1 32414 0.576886790969829 0.481500702881597 0.475385533547747 0.474224443912233 0.47454918555522 0.488587336908307 0.479496019844302 0.506003446434361 0.473761024491022 0.485807274218003 0.501363078332207 0.485765406066956 0.466279018532542 0.449099486562809 0.462501991021024 0.443602241653444 0.432588957833179 0.453057486034017 0.467944447264655 0.47152485179337 0.493604453622643 0.460716037286702 0.488289365988455 0.440720427936619 0.479337311371479
3 chr1 34414 0.569040956686546 0.471142250993728 0.469468804436288 0.46351620431226 0.480543912311184 0.470218314972673 0.466936129778992 0.48786420537039 0.474274413285354 0.488009823060053 0.48273093634269 0.477712532854695 0.466994200487556 0.442067465464885 0.459005247455987 0.46805173749312 0.42968241573659 0.439663685213281 0.501502998874756 0.450586621355752 0.470172556048452 0.425657530337874 0.465345627995897 0.427604364554984 0.468961553553083
4 chr1 36414 0.556641631718367 0.459994218559578 0.46629720133454 0.442332881827946 0.468633871243231 0.459438985945247 0.448083960799033 0.471648661811168 0.45296627821741 0.493473075091079 0.472072927265075 0.463311964835415 0.459495777092169 0.426705895852975 0.447068374421184 0.472594469196902 0.429226480100435 0.437154814384017 0.483048508885868 0.438815516565826 0.461123785421765 0.422493196603372 0.448790164248648 0.421560305212389 0.457960599771395
5 chr1 38414 0.555568104720465 0.468896842591405 0.462205681939409 0.447310191696049 0.451530450666097 0.457126430026544 0.439561085922666 0.462631099164393 0.467542033640068 0.478239640759653 0.455407343412626 0.442740362267561 0.435514927060779 0.429413987758947 0.441318225347457 0.462209149857842 0.442721552498571 0.434732388971564 0.471234816536351 0.423292080218252 0.455583266171198 0.408009828693608 0.447165730060854 0.424264530769123 0.443070499907573
6 chr1 40414 0.55889358442321 0.469877276297909 0.472975734511608 0.446777948488085 0.458554432529171 0.462350391871478 0.446720012595649 0.462726897674881 0.473811671406001 0.472400586161299 0.474577884322981 0.448409686826442 0.444350905236629 0.428407492812576 0.44409222858714 0.458419309122062 0.44461182863706 0.446046845671516 0.482149113853577 0.430539118796053 0.45548103754721 0.409307197339167 0.448283042898017 0.433289696875882 0.446427629949569
7 chr1 42414 0.556233696363329 0.476599061317067 0.480017577416407 0.459582261803706 0.466768236787289 0.474010127056093 0.460822974456366 0.470878682288428 0.474714331670069 0.480839687598719 0.482437572228223 0.466923351240107 0.460398224633165 0.43982861246761 0.446082563955909 0.456289874089054 0.464077921104438 0.456514517190614 0.478366042424425 0.454575684889027 0.437619659975296 0.415290673606516 0.43917510310976 0.433750430110891 0.453333531965
8 chr1 44414 0.564953447931446 0.495026806041637 0.473402193016105 0.474197459264746 0.477494030611796 0.468281959379914 0.450970566441853 0.491005823962326 0.511333192688394 0.475888867868203 0.487005904453224 0.469374359989311 0.454409343494412 0.435877178818961 0.450599755673762 0.449108255693235 0.469646085462161 0.437076170031942 0.440674315225187 0.445534356424381 0.436677060557762 0.426669869921238 0.44869796775529 0.441205318851014 0.450066671488316
9 chr1 46414 0.566611754455522 0.497890193687379 0.470682649885493 0.474531627075952 0.47255731369994 0.468606020740324 0.455959830657359 0.499512437787788 0.511915798434898 0.487306719161609 0.49371642820685 0.468329575348276 0.44885226917465 0.43679568230607 0.453618017140755 0.452665189318267 0.465497072012386 0.435287092537386 0.436536396127846 0.459341990901216 0.441873227835347 0.422684557757215 0.456921378748853 0.43156193682731 0.455562898386868
10 chr1 48414 0.552130813883948 0.485030226681804 0.467759803283702 0.479597693863783 0.482231433424392 0.461956306475357 0.461158015762083 0.505019605577598 0.504882847064124 0.495572883172317 0.515765172963508 0.483333445999971 0.466166254132051 0.433847849663308 0.463817340449188 0.470451264613474 0.463495289472684 0.425563697717988 0.415593550900205 0.481350806259037 0.436887757872993 0.440448704489229 0.460816231982293 0.425615749230943 0.46230380672213
